"Continent","Age Group","Year","Sex","Rate"
"Asia","80+ years",1994,"Male",1449.29260165073
"Asia","80+ years",1995,"Female",664.537657932137
"Asia","80+ years",1995,"Male",1464.76628624524
"Asia","80+ years",1996,"Female",645.194576737599
"Asia","80+ years",1996,"Male",1475.23849253837
"Asia","80+ years",1997,"Female",642.96655965554
"Asia","80+ years",1997,"Male",1506.68644917109
"Asia","80+ years",1998,"Female",637.6369153668
"Asia","80+ years",1998,"Male",1499.62373992649
"Asia","80+ years",1999,"Female",632.713517065185
"Asia","80+ years",1999,"Male",1474.16650350569
"Asia","80+ years",2000,"Female",622.465527014716
"Asia","80+ years",2000,"Male",1437.54820718913
"Asia","80+ years",2001,"Female",608.951437926891
"Asia","80+ years",2001,"Male",1409.8903884795
"Asia","80+ years",2002,"Female",611.099146093525
"Asia","80+ years",2002,"Male",1416.89252486323
"Asia","80+ years",2003,"Female",622.787222004463
"Asia","80+ years",2003,"Male",1424.31499666755
"Asia","80+ years",2004,"Female",640.508961738607
"Asia","80+ years",2004,"Male",1410.9032166713
"Asia","80+ years",2005,"Female",640.273426674724
"Asia","80+ years",2005,"Male",1397.44911034388
"Asia","80+ years",2006,"Female",639.415110010804
"Asia","80+ years",2006,"Male",1377.61993267223
"Asia","80+ years",2007,"Female",628.744504478542
"Asia","80+ years",2007,"Male",1364.51735543648
"Asia","80+ years",2008,"Female",611.772770211881
"Asia","80+ years",2008,"Male",1350.63814915255
"Asia","80+ years",2009,"Female",600.201446957972
"Asia","80+ years",2009,"Male",1319.32328318236
"Asia","80+ years",2010,"Female",589.090943508692
"Asia","80+ years",2010,"Male",1320.62445830708
"Asia","80+ years",2011,"Female",578.311901455505
"Asia","80+ years",2011,"Male",1309.64140097824
"Asia","80+ years",2012,"Female",565.131872230998
"Asia","80+ years",2012,"Male",1296.4985202498
"Asia","80+ years",2013,"Female",545.289010863099
"Asia","80+ years",2013,"Male",1282.51827732854
"Asia","80+ years",2014,"Female",515.239588719772
"Asia","80+ years",2014,"Male",1284.03971382785
"Asia","80+ years",2015,"Female",508.337105982574
"Asia","80+ years",2015,"Male",1278.14210411154
"Asia","80+ years",2016,"Female",500.663143248475
"Asia","80+ years",2016,"Male",1278.7600865682
"Asia","80+ years",2017,"Female",495.528856816733
"Asia","80+ years",2017,"Male",1268.21136685146
"Asia","80+ years",2018,"Female",485.893287577241
"Asia","80+ years",2018,"Male",1247.49343526994
"Asia","80+ years",2019,"Female",478.302996400776
"Asia","80+ years",2019,"Male",1240.41447248838
"Europe","0-19 years",1990,"Female",104.103293133446
"Europe","0-19 years",1990,"Male",296.647437449478
"Europe","0-19 years",1991,"Female",102.973951865519
"Europe","0-19 years",1991,"Male",301.229589771745
"Europe","0-19 years",1992,"Female",102.037941649203
"Europe","0-19 years",1992,"Male",301.05076203385
"Europe","0-19 years",1993,"Female",101.971429723822
"Europe","0-19 years",1993,"Male",300.676991874273
"Europe","0-19 years",1994,"Female",101.970274016985
"Europe","0-19 years",1994,"Male",304.926255793969
"Europe","0-19 years",1995,"Female",100.573350823253
"Europe","0-19 years",1995,"Male",304.629061138314
"Europe","0-19 years",1996,"Female",99.2317027643022
"Europe","0-19 years",1996,"Male",293.239114213202
"Europe","0-19 years",1997,"Female",98.7585496931366
"Europe","0-19 years",1997,"Male",291.232619914739
"Europe","0-19 years",1998,"Female",97.7280726036218
"Europe","0-19 years",1998,"Male",294.092540712198
"Europe","0-19 years",1999,"Female",98.1614288131253
"Europe","0-19 years",1999,"Male",295.503433598512
"Europe","0-19 years",2000,"Female",94.2751212179212
"Europe","0-19 years",2000,"Male",288.097445397051
"Europe","0-19 years",2001,"Female",89.9918020463881
"Europe","0-19 years",2001,"Male",283.036256237693
"Europe","0-19 years",2002,"Female",88.1562624607203
"Europe","0-19 years",2002,"Male",269.98128134741
"Europe","0-19 years",2003,"Female",87.9332412454363
"Europe","0-19 years",2003,"Male",257.921206283456
"Europe","0-19 years",2004,"Female",85.5105618111542
"Europe","0-19 years",2004,"Male",250.84495449744
"Europe","0-19 years",2005,"Female",82.6510030271799
"Europe","0-19 years",2005,"Male",246.195243759156
"Europe","0-19 years",2006,"Female",82.3106061352343
"Europe","0-19 years",2006,"Male",247.19867636121
"Europe","0-19 years",2007,"Female",82.2266673419876
"Europe","0-19 years",2007,"Male",252.551272000807
"Europe","0-19 years",2008,"Female",80.3954461558352
"Europe","0-19 years",2008,"Male",245.637084517001
"Europe","0-19 years",2009,"Female",75.9707992635548
"Europe","0-19 years",2009,"Male",232.532915310009
"Europe","0-19 years",2010,"Female",72.6439246049888
"Europe","0-19 years",2010,"Male",221.203263981536
"Europe","0-19 years",2011,"Female",70.3215323086235
"Europe","0-19 years",2011,"Male",214.585630458173
"Europe","0-19 years",2012,"Female",67.436990982416
"Europe","0-19 years",2012,"Male",206.30433337631
"Europe","0-19 years",2013,"Female",66.1805942201294
"Europe","0-19 years",2013,"Male",199.879652711491
"Europe","0-19 years",2014,"Female",65.4069903427629
"Europe","0-19 years",2014,"Male",199.768573352036
"Europe","0-19 years",2015,"Female",66.80971223213
"Europe","0-19 years",2015,"Male",203.845468540061
"Europe","0-19 years",2016,"Female",65.6805665127147
"Europe","0-19 years",2016,"Male",194.127587925476
"Europe","0-19 years",2017,"Female",63.5590694575063
"Europe","0-19 years",2017,"Male",186.571618281832
"Europe","0-19 years",2018,"Female",61.7877181912048
"Europe","0-19 years",2018,"Male",183.647295257031
"Europe","0-19 years",2019,"Female",60.4868681607537
"Europe","0-19 years",2019,"Male",179.167026071833
"Europe","20-39 years",1990,"Female",1274.69581049814
"Europe","20-39 years",1990,"Male",4895.14299435774
"Europe","20-39 years",1991,"Female",1256.08287219367
"Europe","20-39 years",1991,"Male",5072.99096575072
"Europe","20-39 years",1992,"Female",1239.54836917596
"Europe","20-39 years",1992,"Male",5142.39327621923
"Europe","20-39 years",1993,"Female",1248.08390119997
"Europe","20-39 years",1993,"Male",5246.91383603553
"Europe","20-39 years",1994,"Female",1236.8697321005
"Europe","20-39 years",1994,"Male",5331.37929468634
"Europe","20-39 years",1995,"Female",1212.11354348398
"Europe","20-39 years",1995,"Male",5270.84325001579
"Europe","20-39 years",1996,"Female",1163.23703466735
"Europe","20-39 years",1996,"Male",5087.66509982375
"Europe","20-39 years",1997,"Female",1146.3675872481
"Europe","20-39 years",1997,"Male",5018.09687552842
"Europe","20-39 years",1998,"Female",1105.60705490561
"Europe","20-39 years",1998,"Male",4948.90739759479
"Europe","20-39 years",1999,"Female",1087.67897885411
"Europe","20-39 years",1999,"Male",4885.7113378636
"Europe","20-39 years",2000,"Female",1056.12456111718
"Europe","20-39 years",2000,"Male",4782.8840257335
"Europe","20-39 years",2001,"Female",1020.4363104914
"Europe","20-39 years",2001,"Male",4713.54331814896
"Europe","20-39 years",2002,"Female",994.4555036176
"Europe","20-39 years",2002,"Male",4604.05109774804
"Europe","20-39 years",2003,"Female",973.07045470381
"Europe","20-39 years",2003,"Male",4424.33799742449
"Europe","20-39 years",2004,"Female",948.184498666677
"Europe","20-39 years",2004,"Male",4302.58764331332
"Europe","20-39 years",2005,"Female",929.927040248383
"Europe","20-39 years",2005,"Male",4242.75181692205
"Europe","20-39 years",2006,"Female",898.577157265319
"Europe","20-39 years",2006,"Male",4171.3707335937
"Europe","20-39 years",2007,"Female",877.687087383904
"Europe","20-39 years",2007,"Male",4150.63542061128
"Europe","20-39 years",2008,"Female",854.604540561862
"Europe","20-39 years",2008,"Male",4046.41686013158
"Europe","20-39 years",2009,"Female",826.348289064616
"Europe","20-39 years",2009,"Male",3886.19046897197
"Europe","20-39 years",2010,"Female",797.473852114657
"Europe","20-39 years",2010,"Male",3743.78527500635
"Europe","20-39 years",2011,"Female",785.227581854443
"Europe","20-39 years",2011,"Male",3620.92418119765
"Europe","20-39 years",2012,"Female",760.504132903169
"Europe","20-39 years",2012,"Male",3517.02992612226
"Europe","20-39 years",2013,"Female",751.292941265227
"Europe","20-39 years",2013,"Male",3444.31497231554
"Europe","20-39 years",2014,"Female",734.027429372742
"Europe","20-39 years",2014,"Male",3374.51174529765
"Europe","20-39 years",2015,"Female",736.313181781913
"Europe","20-39 years",2015,"Male",3427.34501321675
"Europe","20-39 years",2016,"Female",725.511159521228
"Europe","20-39 years",2016,"Male",3335.18949050768
"Europe","20-39 years",2017,"Female",720.499353651224
"Europe","20-39 years",2017,"Male",3282.67378092572
"Europe","20-39 years",2018,"Female",711.354137729711
"Europe","20-39 years",2018,"Male",3296.4557933701
"Europe","20-39 years",2019,"Female",703.863181011556
"Europe","20-39 years",2019,"Male",3300.24990560377
"Europe","40-59 years",1990,"Female",2188.2940473997
"Europe","40-59 years",1990,"Male",6591.89761453928
"Europe","40-59 years",1991,"Female",2162.85625246441
"Europe","40-59 years",1991,"Male",6753.83574305562
"Europe","40-59 years",1992,"Female",2147.49183720482
"Europe","40-59 years",1992,"Male",6944.36856574493
"Europe","40-59 years",1993,"Female",2170.09936529918
"Europe","40-59 years",1993,"Male",7364.51159247616
"Europe","40-59 years",1994,"Female",2178.78752781965
"Europe","40-59 years",1994,"Male",7694.97160669541
"Europe","40-59 years",1995,"Female",2151.14567051079
"Europe","40-59 years",1995,"Male",7743.3881399252
"Europe","40-59 years",1996,"Female",2069.24835454671
"Europe","40-59 years",1996,"Male",7421.68698766291
"Europe","40-59 years",1997,"Female",2013.53983199587
"Europe","40-59 years",1997,"Male",7300.81668888842
"Europe","40-59 years",1998,"Female",1955.42363975805
"Europe","40-59 years",1998,"Male",7256.97976994504
"Europe","40-59 years",1999,"Female",1915.27640261
"Europe","40-59 years",1999,"Male",7056.95907806305
"Europe","40-59 years",2000,"Female",1858.45826406116
"Europe","40-59 years",2000,"Male",6894.39304846077
"Europe","40-59 years",2001,"Female",1826.69197220615
"Europe","40-59 years",2001,"Male",6885.45742502069
"Europe","40-59 years",2002,"Female",1776.71707262576
"Europe","40-59 years",2002,"Male",6745.7683537367
"Europe","40-59 years",2003,"Female",1739.31931262236
"Europe","40-59 years",2003,"Male",6560.17526184536
"Europe","40-59 years",2004,"Female",1697.35012600372
"Europe","40-59 years",2004,"Male",6366.12695997887
"Europe","40-59 years",2005,"Female",1664.47926451566
"Europe","40-59 years",2005,"Male",6328.28772874783
"Europe","40-59 years",2006,"Female",1619.99963459338
"Europe","40-59 years",2006,"Male",6201.36210012878
"Europe","40-59 years",2007,"Female",1594.67417854729
"Europe","40-59 years",2007,"Male",6106.40168458555
"Europe","40-59 years",2008,"Female",1555.87608802079
"Europe","40-59 years",2008,"Male",5956.40777301336
"Europe","40-59 years",2009,"Female",1508.66337927427
"Europe","40-59 years",2009,"Male",5757.33016570906
"Europe","40-59 years",2010,"Female",1463.7892518972
"Europe","40-59 years",2010,"Male",5605.63960744908
"Europe","40-59 years",2011,"Female",1438.30512975104
"Europe","40-59 years",2011,"Male",5486.96288852803
"Europe","40-59 years",2012,"Female",1402.83095132412
"Europe","40-59 years",2012,"Male",5331.91099394952
"Europe","40-59 years",2013,"Female",1372.7621995548
"Europe","40-59 years",2013,"Male",5171.33570676287
"Europe","40-59 years",2014,"Female",1333.87186293013
"Europe","40-59 years",2014,"Male",5006.08737113306
"Europe","40-59 years",2015,"Female",1329.36684513985
"Europe","40-59 years",2015,"Male",5001.08621498283
"Europe","40-59 years",2016,"Female",1292.60761770328
"Europe","40-59 years",2016,"Male",4863.09337817448
"Europe","40-59 years",2017,"Female",1277.98769885271
"Europe","40-59 years",2017,"Male",4756.091500671
"Europe","40-59 years",2018,"Female",1266.15604011196
"Europe","40-59 years",2018,"Male",4696.929789199
"Europe","40-59 years",2019,"Female",1253.03039523599
"Europe","40-59 years",2019,"Male",4628.14609350047
"Europe","60-79 years",1990,"Female",696.515676728039
"Europe","60-79 years",1990,"Male",1799.54227077812
"Europe","60-79 years",1991,"Female",684.424988898591
"Europe","60-79 years",1991,"Male",1799.39335670134
"Europe","60-79 years",1992,"Female",675.156899426904
"Europe","60-79 years",1992,"Male",1813.05051832304
"Europe","60-79 years",1993,"Female",668.98114771226
"Europe","60-79 years",1993,"Male",1852.90762523163
"Europe","60-79 years",1994,"Female",657.672097996073
"Europe","60-79 years",1994,"Male",1877.60495343526
"Europe","60-79 years",1995,"Female",644.342459557424
"Europe","60-79 years",1995,"Male",1881.21340644367
"Europe","60-79 years",1996,"Female",624.153471790317
"Europe","60-79 years",1996,"Male",1847.48939129017
"Europe","60-79 years",1997,"Female",610.659324337551
"Europe","60-79 years",1997,"Male",1837.94644157004
"Europe","60-79 years",1998,"Female",593.018538148909
"Europe","60-79 years",1998,"Male",1826.08749979876
"Europe","60-79 years",1999,"Female",581.326598908182
"Europe","60-79 years",1999,"Male",1792.97220414624
"Europe","60-79 years",2000,"Female",564.605256748452
"Europe","60-79 years",2000,"Male",1748.66726518678
"Europe","60-79 years",2001,"Female",547.645970861133
"Europe","60-79 years",2001,"Male",1730.41591328987
"Europe","60-79 years",2002,"Female",531.604690469225
"Europe","60-79 years",2002,"Male",1705.69094382553
"Europe","60-79 years",2003,"Female",517.390611028223
"Europe","60-79 years",2003,"Male",1667.27708392517
"Europe","60-79 years",2004,"Female",501.390855716909
"Europe","60-79 years",2004,"Male",1618.66528114294
"Europe","60-79 years",2005,"Female",490.40911067818
"Europe","60-79 years",2005,"Male",1601.02545125802
"Europe","60-79 years",2006,"Female",475.669066015101
"Europe","60-79 years",2006,"Male",1568.74792795477
"Europe","60-79 years",2007,"Female",465.967792472967
"Europe","60-79 years",2007,"Male",1539.08322436072
"Europe","60-79 years",2008,"Female",452.903223812466
"Europe","60-79 years",2008,"Male",1498.51996275902
"Europe","60-79 years",2009,"Female",437.848666584264
"Europe","60-79 years",2009,"Male",1459.80020538914
"Europe","60-79 years",2010,"Female",425.255169746676
"Europe","60-79 years",2010,"Male",1427.53957096073
"Europe","60-79 years",2011,"Female",416.661845482923
"Europe","60-79 years",2011,"Male",1406.30289964243
"Europe","60-79 years",2012,"Female",407.210024150578
"Europe","60-79 years",2012,"Male",1384.1190214455
"Europe","60-79 years",2013,"Female",397.763157986114
"Europe","60-79 years",2013,"Male",1355.97013645414
"Europe","60-79 years",2014,"Female",388.130231789989
"Europe","60-79 years",2014,"Male",1326.58798607052
"Europe","60-79 years",2015,"Female",389.229832295327
"Europe","60-79 years",2015,"Male",1331.15546304802
"Europe","60-79 years",2016,"Female",380.316712192744
"Europe","60-79 years",2016,"Male",1304.41749625145
"Europe","60-79 years",2017,"Female",375.768106239966
"Europe","60-79 years",2017,"Male",1282.90072889514
"Europe","60-79 years",2018,"Female",372.757096935338
"Europe","60-79 years",2018,"Male",1260.55082822818
"Europe","60-79 years",2019,"Female",369.619549355482
"Europe","60-79 years",2019,"Male",1238.86761345355
"Europe","80+ years",1990,"Female",928.461035178085
"Europe","80+ years",1990,"Male",3243.05124642056
"Europe","80+ years",1991,"Female",913.811332176316
"Europe","80+ years",1991,"Male",3217.31241540189
"Europe","80+ years",1992,"Female",906.296748224525
"Europe","80+ years",1992,"Male",3237.1035445959
"Europe","80+ years",1993,"Female",907.624493678545
"Europe","80+ years",1993,"Male",3294.11649411907
"Europe","80+ years",1994,"Female",905.270791634553
"Europe","80+ years",1994,"Male",3304.65256423303
"Europe","80+ years",1995,"Female",900.526602165154
"Europe","80+ years",1995,"Male",3324.90832962697
"Europe","80+ years",1996,"Female",895.188862964274
"Europe","80+ years",1996,"Male",3310.51811137935
"Europe","80+ years",1997,"Female",891.860151301239
"Europe","80+ years",1997,"Male",3294.01516050195
"Europe","80+ years",1998,"Female",870.35159738863
"Europe","80+ years",1998,"Male",3255.15331887601
"Europe","80+ years",1999,"Female",846.163720092222
"Europe","80+ years",1999,"Male",3192.4525331744
"Europe","80+ years",2000,"Female",820.252801547432
"Europe","80+ years",2000,"Male",3106.65182413574
"Europe","80+ years",2001,"Female",794.856122873857
"Europe","80+ years",2001,"Male",3007.16676330099
"Europe","80+ years",2002,"Female",772.253638154936
"Europe","80+ years",2002,"Male",2959.82940125302
"Europe","80+ years",2003,"Female",752.225980026928
"Europe","80+ years",2003,"Male",2904.97593966069
"Europe","80+ years",2004,"Female",725.835804664266
"Europe","80+ years",2004,"Male",2808.16342222539
"Europe","80+ years",2005,"Female",706.950774630259
"Europe","80+ years",2005,"Male",2771.03158874674
"Europe","80+ years",2006,"Female",686.324017538302
"Europe","80+ years",2006,"Male",2722.80731822381
"Europe","80+ years",2007,"Female",674.145896316549
"Europe","80+ years",2007,"Male",2699.81685641923
"Europe","80+ years",2008,"Female",658.415692253856
"Europe","80+ years",2008,"Male",2674.8120577563
"Europe","80+ years",2009,"Female",639.117727478022
"Europe","80+ years",2009,"Male",2630.1239646704
"Europe","80+ years",2010,"Female",621.788019887967
"Europe","80+ years",2010,"Male",2592.13037738759
"Europe","80+ years",2011,"Female",611.692280726433
"Europe","80+ years",2011,"Male",2553.95564098785
"Europe","80+ years",2012,"Female",601.756892643307
"Europe","80+ years",2012,"Male",2541.59458827965
"Europe","80+ years",2013,"Female",590.5316208871
"Europe","80+ years",2013,"Male",2518.19858531465
"Europe","80+ years",2014,"Female",583.453556847696
"Europe","80+ years",2014,"Male",2476.96512796287
"Europe","80+ years",2015,"Female",582.858058063615
"Europe","80+ years",2015,"Male",2465.72075208472
"Europe","80+ years",2016,"Female",569.665264634571
"Europe","80+ years",2016,"Male",2423.5564707867
"Europe","80+ years",2017,"Female",562.790257015218
"Europe","80+ years",2017,"Male",2401.20650616984
"Europe","80+ years",2018,"Female",560.616518659203
"Europe","80+ years",2018,"Male",2375.36995660959
"Europe","80+ years",2019,"Female",554.385373761388
"Europe","80+ years",2019,"Male",2336.48504474098
"North America","0-19 years",1990,"Female",103.325457672477
"North America","0-19 years",1990,"Male",147.572209143586
"North America","0-19 years",1991,"Female",102.250430590782
"North America","0-19 years",1991,"Male",144.533954295395
"North America","0-19 years",1992,"Female",101.184523800919
"North America","0-19 years",1992,"Male",142.224383237643
"North America","0-19 years",1993,"Female",114.715243068869
"North America","0-19 years",1993,"Male",141.832889008369
"North America","0-19 years",1994,"Female",116.76012595137
"North America","0-19 years",1994,"Male",141.732742270291
"North America","0-19 years",1995,"Female",115.431069800997
"North America","0-19 years",1995,"Male",144.365540169806
"North America","0-19 years",1996,"Female",113.951421568822
"North America","0-19 years",1996,"Male",144.185405981012
"North America","0-19 years",1997,"Female",113.054280521551
"North America","0-19 years",1997,"Male",143.43176790766
"North America","0-19 years",1998,"Female",109.028633781489
"North America","0-19 years",1998,"Male",143.150037217478
"North America","0-19 years",1999,"Female",106.411272084229
"North America","0-19 years",1999,"Male",141.481228648963
"North America","0-19 years",2000,"Female",103.246060688449
"North America","0-19 years",2000,"Male",140.68248140081
"North America","0-19 years",2001,"Female",100.367136820239
"North America","0-19 years",2001,"Male",140.795263528127
"North America","0-19 years",2002,"Female",97.4179446256568
"North America","0-19 years",2002,"Male",138.209944316812
"North America","0-19 years",2003,"Female",92.2383816164376
"North America","0-19 years",2003,"Male",137.297013551862
"North America","0-19 years",2004,"Female",80.6350909103654
"North America","0-19 years",2004,"Male",137.062141360001
"North America","0-19 years",2005,"Female",79.5689089312346
"North America","0-19 years",2005,"Male",136.908249576594
"North America","0-19 years",2006,"Female",77.6763746618815
"North America","0-19 years",2006,"Male",136.406300809612
"North America","0-19 years",2007,"Female",76.5866148454268
"North America","0-19 years",2007,"Male",133.62163454035
"North America","0-19 years",2008,"Female",75.9191676904613
"North America","0-19 years",2008,"Male",133.988675043695
"North America","0-19 years",2009,"Female",73.7698909556165
"North America","0-19 years",2009,"Male",132.398970251893
"North America","0-19 years",2010,"Female",73.056353317466
"North America","0-19 years",2010,"Male",129.753479048688
"North America","0-19 years",2011,"Female",73.8547798987833
"North America","0-19 years",2011,"Male",128.882708273141
"North America","0-19 years",2012,"Female",70.8903898770142
"North America","0-19 years",2012,"Male",125.356629999437
"North America","0-19 years",2013,"Female",69.1930380354112
"North America","0-19 years",2013,"Male",123.64530396003
"North America","0-19 years",2014,"Female",68.7745944892317
"North America","0-19 years",2014,"Male",123.159954719032
"North America","0-19 years",2015,"Female",67.2292976078479
"North America","0-19 years",2015,"Male",121.735407081336
"North America","0-19 years",2016,"Female",66.048418132923
"North America","0-19 years",2016,"Male",119.675515146595
"North America","0-19 years",2017,"Female",64.6838385990934
"North America","0-19 years",2017,"Male",118.697845927793
"North America","0-19 years",2018,"Female",63.2985735916293
"North America","0-19 years",2018,"Male",115.959852215763
"North America","0-19 years",2019,"Female",61.5101795221145
"North America","0-19 years",2019,"Male",112.24620798202
"North America","20-39 years",1990,"Female",729.21170070678
"North America","20-39 years",1990,"Male",2219.14734611772
"North America","20-39 years",1991,"Female",728.672889996916
"North America","20-39 years",1991,"Male",2234.68090324482
"North America","20-39 years",1992,"Female",726.745731591904
"North America","20-39 years",1992,"Male",2267.13591917084
"North America","20-39 years",1993,"Female",767.016328862979
"North America","20-39 years",1993,"Male",2321.61100625973
"North America","20-39 years",1994,"Female",755.83674453024
"North America","20-39 years",1994,"Male",2320.70937161549
"North America","20-39 years",1995,"Female",745.41514039154
"North America","20-39 years",1995,"Male",2357.77374272328
"North America","20-39 years",1996,"Female",737.518734023318
"North America","20-39 years",1996,"Male",2318.97069898008
"North America","20-39 years",1997,"Female",729.001553648084
"North America","20-39 years",1997,"Male",2299.01464843669
"North America","20-39 years",1998,"Female",709.874506784709
"North America","20-39 years",1998,"Male",2297.13674191406
"North America","20-39 years",1999,"Female",683.718146589494
"North America","20-39 years",1999,"Male",2251.05580991745
"North America","20-39 years",2000,"Female",663.709577316017
"North America","20-39 years",2000,"Male",2205.22182583301
"North America","20-39 years",2001,"Female",646.051822141767
"North America","20-39 years",2001,"Male",2182.30038502324
"North America","20-39 years",2002,"Female",629.032150256426
"North America","20-39 years",2002,"Male",2131.16553440273
"North America","20-39 years",2003,"Female",606.277307201716
"North America","20-39 years",2003,"Male",2110.94312939985
"North America","20-39 years",2004,"Female",575.714144510137
"North America","20-39 years",2004,"Male",2100.80192733603
"North America","20-39 years",2005,"Female",559.483801582415
"North America","20-39 years",2005,"Male",2062.89211241433
"North America","20-39 years",2006,"Female",543.484747919204
"North America","20-39 years",2006,"Male",2031.18644606093
"North America","20-39 years",2007,"Female",526.285441523231
"North America","20-39 years",2007,"Male",1967.14750861897
"North America","20-39 years",2008,"Female",516.624752152354
"North America","20-39 years",2008,"Male",1985.91225092516
"North America","20-39 years",2009,"Female",505.288718342236
"North America","20-39 years",2009,"Male",1960.97273519413
"North America","20-39 years",2010,"Female",494.156895590206
"North America","20-39 years",2010,"Male",1906.06065156387
"North America","20-39 years",2011,"Female",482.068889179616
"North America","20-39 years",2011,"Male",1860.46234720911
"North America","20-39 years",2012,"Female",462.571558616217
"North America","20-39 years",2012,"Male",1810.38472413036
"North America","20-39 years",2013,"Female",454.568211031403
"North America","20-39 years",2013,"Male",1793.28360911632
"North America","20-39 years",2014,"Female",454.431457309802
"North America","20-39 years",2014,"Male",1785.35249882569
"North America","20-39 years",2015,"Female",449.323014361991
"North America","20-39 years",2015,"Male",1766.75014038764
"North America","20-39 years",2016,"Female",447.190955901462
"North America","20-39 years",2016,"Male",1771.84819469838
"North America","20-39 years",2017,"Female",442.715617258131
"North America","20-39 years",2017,"Male",1781.42729557904
"North America","20-39 years",2018,"Female",433.143757085856
"North America","20-39 years",2018,"Male",1766.96223047591
"North America","20-39 years",2019,"Female",422.589005888934
"North America","20-39 years",2019,"Male",1733.95661363509
"North America","40-59 years",1990,"Female",799.706884204956
"North America","40-59 years",1990,"Male",2438.26755620699
"North America","40-59 years",1991,"Female",794.775487824756
"North America","40-59 years",1991,"Male",2443.55174015141
"North America","40-59 years",1992,"Female",792.955324061104
"North America","40-59 years",1992,"Male",2464.5918321885
"North America","40-59 years",1993,"Female",765.491428252931
"North America","40-59 years",1993,"Male",2489.46262850306
"North America","40-59 years",1994,"Female",749.662421309941
"North America","40-59 years",1994,"Male",2491.28461441364
"North America","40-59 years",1995,"Female",737.87514391368
"North America","40-59 years",1995,"Male",2475.78738304329
"North America","40-59 years",1996,"Female",727.132181235186
"North America","40-59 years",1996,"Male",2446.48236395369
"North America","40-59 years",1997,"Female",711.617572078593
"North America","40-59 years",1997,"Male",2448.70508879511
"North America","40-59 years",1998,"Female",690.221266261765
"North America","40-59 years",1998,"Male",2468.23127050648
"North America","40-59 years",1999,"Female",662.71993867659
"North America","40-59 years",1999,"Male",2450.25198520782
"North America","40-59 years",2000,"Female",643.017307956212
"North America","40-59 years",2000,"Male",2404.94393552538
"North America","40-59 years",2001,"Female",629.231872029805
"North America","40-59 years",2001,"Male",2384.23445674564
"North America","40-59 years",2002,"Female",618.625304254671
"North America","40-59 years",2002,"Male",2333.32525061583
"North America","40-59 years",2003,"Female",608.761714451307
"North America","40-59 years",2003,"Male",2334.00783502164
"North America","40-59 years",2004,"Female",623.342992916003
"North America","40-59 years",2004,"Male",2320.1672414166
"North America","40-59 years",2005,"Female",610.547222745082
"North America","40-59 years",2005,"Male",2288.7880856815
"North America","40-59 years",2006,"Female",593.972427395675
"North America","40-59 years",2006,"Male",2275.22933123192
"North America","40-59 years",2007,"Female",582.566005100408
"North America","40-59 years",2007,"Male",2261.09060467997
"North America","40-59 years",2008,"Female",576.573291296867
"North America","40-59 years",2008,"Male",2256.86108415062
"North America","40-59 years",2009,"Female",564.505920730067
"North America","40-59 years",2009,"Male",2238.75155058011
"North America","40-59 years",2010,"Female",553.095407074503
"North America","40-59 years",2010,"Male",2201.02213305999
"North America","40-59 years",2011,"Female",535.32727748325
"North America","40-59 years",2011,"Male",2169.29354813116
"North America","40-59 years",2012,"Female",522.221911131304
"North America","40-59 years",2012,"Male",2134.34788323096
"North America","40-59 years",2013,"Female",512.978496396009
"North America","40-59 years",2013,"Male",2122.36362811431
"North America","40-59 years",2014,"Female",507.779979806105
"North America","40-59 years",2014,"Male",2108.5497783471
"North America","40-59 years",2015,"Female",498.359471676385
"North America","40-59 years",2015,"Male",2082.2315926682
"North America","40-59 years",2016,"Female",494.256871317496
"North America","40-59 years",2016,"Male",2072.61895353147
"North America","40-59 years",2017,"Female",488.636212668964
"North America","40-59 years",2017,"Male",2063.40512907332
"North America","40-59 years",2018,"Female",478.976976448036
"North America","40-59 years",2018,"Male",2039.17689508169
"North America","40-59 years",2019,"Female",467.026742326262
"North America","40-59 years",2019,"Male",2005.70343094182
"North America","60-79 years",1990,"Female",176.167970080799
"North America","60-79 years",1990,"Male",692.534725067525
"North America","60-79 years",1991,"Female",173.172796869591
"North America","60-79 years",1991,"Male",687.928608681555
"North America","60-79 years",1992,"Female",173.092364361166
"North America","60-79 years",1992,"Male",687.963495094123
"North America","60-79 years",1993,"Female",180.556571561939
"North America","60-79 years",1993,"Male",692.047467809822
"North America","60-79 years",1994,"Female",178.734683398898
"North America","60-79 years",1994,"Male",692.053035155698
"North America","60-79 years",1995,"Female",175.363800113796
"North America","60-79 years",1995,"Male",683.610867003169
"North America","60-79 years",1996,"Female",172.387677846993
"North America","60-79 years",1996,"Male",675.883317361202
"North America","60-79 years",1997,"Female",168.711321805431
"North America","60-79 years",1997,"Male",670.287772161724
"North America","60-79 years",1998,"Female",165.511763844008
"North America","60-79 years",1998,"Male",675.351642610277
"North America","60-79 years",1999,"Female",159.46719990029
"North America","60-79 years",1999,"Male",670.927714085123
"North America","60-79 years",2000,"Female",153.111437357278
"North America","60-79 years",2000,"Male",659.533328356535
"North America","60-79 years",2001,"Female",148.611087261815
"North America","60-79 years",2001,"Male",646.137249227188
"North America","60-79 years",2002,"Female",144.560440004976
"North America","60-79 years",2002,"Male",627.754108306477
"North America","60-79 years",2003,"Female",138.642177491207
"North America","60-79 years",2003,"Male",624.864589415743
"North America","60-79 years",2004,"Female",128.999113618922
